Respondent,CareerSatisfaction
50705,Moderately satisfied
50713,Moderately satisfied
50724,Slightly satisfied
50730,Slightly satisfied
50768,Extremely satisfied
50800,Slightly satisfied
50804,Moderately satisfied
50815,Extremely satisfied
50864,Moderately satisfied
50868,Slightly dissatisfied
50872,Moderately satisfied
50883,Extremely satisfied
50899,Neither satisfied nor dissatisfied
50909,Extremely satisfied
50917,Extremely satisfied
50927,Moderately dissatisfied
50931,Extremely satisfied
50939,Moderately dissatisfied
50950,Moderately dissatisfied
50951,Extremely satisfied
50953,Slightly satisfied
50973,Extremely satisfied
50981,Moderately dissatisfied
50982,Moderately satisfied
50988,Extremely satisfied
50990,Moderately satisfied
50993,Moderately satisfied
51000,Extremely dissatisfied
51015,Moderately satisfied
51023,Slightly dissatisfied
51028,Extremely satisfied
51072,Moderately dissatisfied
51080,Moderately satisfied
51090,Moderately satisfied
51092,Slightly satisfied
51177,Slightly satisfied
51190,Extremely satisfied
51194,Moderately satisfied
51200,Extremely satisfied
51201,Moderately satisfied
51207,Extremely satisfied
51213,Extremely satisfied
51222,Moderately satisfied
51237,Extremely dissatisfied
51260,Slightly satisfied
51262,Slightly satisfied
51263,Extremely satisfied
51264,Moderately satisfied
51274,Slightly dissatisfied
51280,Neither satisfied nor dissatisfied
51284,Extremely satisfied
51288,Moderately satisfied
51292,Slightly satisfied
51298,Moderately satisfied
51321,Slightly dissatisfied
51342,Moderately satisfied
51377,Moderately dissatisfied
51388,Extremely satisfied
51420,Slightly satisfied
51424,Moderately satisfied
51431,Moderately satisfied
51450,Moderately satisfied
51458,Neither satisfied nor dissatisfied
51462,Extremely satisfied
51466,Extremely satisfied
51477,Moderately satisfied
51491,Slightly dissatisfied
51498,Moderately satisfied
51513,Moderately satisfied
51521,Extremely satisfied
51531,Extremely dissatisfied
51532,Moderately satisfied
51536,Extremely satisfied
51540,Moderately dissatisfied
51544,Slightly dissatisfied
51553,Slightly satisfied
51581,Extremely satisfied
51589,Extremely satisfied
51623,Moderately satisfied
51629,Moderately satisfied
51640,Slightly satisfied
51643,Moderately satisfied
51647,Moderately satisfied
51649,Neither satisfied nor dissatisfied
51685,Slightly dissatisfied
51688,Extremely dissatisfied
51713,Slightly satisfied
51728,Extremely satisfied
51734,Moderately satisfied
51735,Extremely dissatisfied
51744,Extremely satisfied
51769,Moderately dissatisfied
51770,Moderately dissatisfied
51776,Extremely satisfied
51817,Moderately satisfied
51819,Extremely satisfied
51835,Extremely satisfied
51847,Moderately satisfied
51848,Slightly satisfied
51852,Slightly satisfied
51868,Moderately satisfied
51881,Moderately satisfied
51891,Moderately satisfied
51911,Neither satisfied nor dissatisfied
51912,Neither satisfied nor dissatisfied
51915,Moderately satisfied
51926,Slightly satisfied
51927,Neither satisfied nor dissatisfied
51929,Neither satisfied nor dissatisfied
51930,Extremely satisfied
51939,Moderately dissatisfied
51945,Slightly dissatisfied
51955,Extremely satisfied
51961,Extremely satisfied
51963,Slightly dissatisfied
51981,Moderately satisfied
51991,Extremely satisfied
51996,Moderately satisfied
52008,Moderately satisfied
52013,Extremely satisfied
52024,Slightly satisfied
52039,Moderately satisfied
52041,Extremely satisfied
52047,Extremely satisfied
52073,Extremely satisfied
52082,Slightly dissatisfied
52092,Extremely satisfied
52102,Slightly dissatisfied
52104,Moderately satisfied
52111,Moderately satisfied
52146,Neither satisfied nor dissatisfied
52156,Neither satisfied nor dissatisfied
52160,Slightly satisfied
52168,Moderately satisfied
52171,Slightly satisfied
52173,Moderately satisfied
52187,Slightly dissatisfied
52203,Slightly satisfied
52210,Moderately satisfied
52214,Moderately satisfied
52230,Moderately dissatisfied
52245,Extremely satisfied
52250,Extremely satisfied
52251,Moderately satisfied
52272,Extremely satisfied
52274,Extremely satisfied
52276,Moderately satisfied
52280,Slightly satisfied
52294,Moderately satisfied
52307,Extremely satisfied
52315,Extremely dissatisfied
52347,Neither satisfied nor dissatisfied
52395,Moderately satisfied
52396,Slightly dissatisfied
52397,Slightly dissatisfied
52412,Slightly dissatisfied
52413,Slightly satisfied
52420,Extremely satisfied
52426,Moderately dissatisfied
52432,Slightly satisfied
52433,Moderately satisfied
52436,Moderately satisfied
52448,Neither satisfied nor dissatisfied
52452,Extremely satisfied
52461,Moderately satisfied
52475,Moderately satisfied
52486,Moderately dissatisfied
52494,Extremely satisfied
52498,Slightly dissatisfied
52502,Slightly satisfied
52505,Moderately dissatisfied
52506,Moderately dissatisfied
52512,Moderately satisfied
52517,Moderately satisfied
52522,Extremely satisfied
52528,Slightly satisfied
52529,Extremely satisfied
52536,Moderately satisfied
52569,Moderately satisfied
52578,Extremely satisfied
52584,Moderately satisfied
52591,Moderately satisfied
52601,Slightly satisfied
52624,Extremely satisfied
52628,Slightly satisfied
52635,Neither satisfied nor dissatisfied
52669,Moderately satisfied
52687,Neither satisfied nor dissatisfied
52707,Extremely satisfied
52711,Slightly satisfied
52773,Slightly dissatisfied
52775,Slightly dissatisfied
52776,Extremely satisfied
52796,Moderately dissatisfied
52818,Moderately dissatisfied
52819,Slightly dissatisfied
52826,Slightly satisfied
52835,Moderately satisfied
52837,Extremely satisfied
52839,Extremely satisfied
52864,Slightly satisfied
52877,Moderately satisfied
52889,Extremely satisfied
52919,Moderately satisfied
52936,Extremely satisfied
52943,Moderately satisfied
52944,Moderately satisfied
52947,Moderately satisfied
52950,Slightly satisfied
52986,Moderately satisfied
53000,Slightly dissatisfied
53022,Extremely dissatisfied
53025,Slightly dissatisfied
53029,Moderately satisfied
53052,Moderately dissatisfied
53056,Slightly satisfied
53084,Moderately satisfied
53092,Slightly satisfied
53101,Moderately satisfied
53118,Neither satisfied nor dissatisfied
53135,Extremely satisfied
53155,Extremely satisfied
53158,Moderately satisfied
53166,Extremely satisfied
53171,Moderately satisfied
53175,Moderately satisfied
53185,Moderately satisfied
53253,Moderately satisfied
53257,Moderately satisfied
53261,Moderately satisfied
53262,Neither satisfied nor dissatisfied
53268,Extremely satisfied
53288,Moderately satisfied
53289,Moderately satisfied
53359,Extremely satisfied
53365,Neither satisfied nor dissatisfied
53395,Extremely satisfied
53413,Moderately satisfied
53421,Moderately satisfied
53427,Moderately satisfied
53447,Extremely dissatisfied
53464,Moderately satisfied
53468,Neither satisfied nor dissatisfied
53471,Extremely dissatisfied
53491,Extremely satisfied
53501,Slightly satisfied
53525,Slightly satisfied
53528,Moderately satisfied
53530,Extremely satisfied
53534,Moderately dissatisfied
53546,Slightly dissatisfied
53571,Slightly satisfied
53576,Slightly satisfied
53580,Moderately satisfied
53581,Moderately dissatisfied
53585,Moderately dissatisfied
53596,Moderately satisfied
53613,Extremely satisfied
53626,Slightly satisfied
53684,Extremely satisfied
53701,Extremely satisfied
53718,Extremely satisfied
53735,Moderately satisfied
53766,Slightly satisfied
53786,Extremely dissatisfied
53789,Moderately satisfied
53817,Slightly dissatisfied
53821,Slightly dissatisfied
53838,Moderately dissatisfied
53839,Slightly satisfied
53860,Slightly satisfied
53868,Extremely satisfied
53871,Moderately satisfied
53911,Moderately satisfied
53922,Extremely satisfied
53940,Slightly satisfied
53942,Moderately satisfied
53963,Moderately satisfied
53976,Moderately satisfied
53989,Slightly dissatisfied
54007,Moderately satisfied
54014,Moderately satisfied
54025,Moderately satisfied
54037,Moderately satisfied
54061,Moderately satisfied
54112,Moderately satisfied
54113,Moderately satisfied
54115,Extremely satisfied
54116,Neither satisfied nor dissatisfied
54121,Slightly satisfied
54131,Moderately satisfied
54144,Slightly satisfied
54155,Extremely satisfied
54158,Extremely satisfied
54178,Moderately satisfied
54180,Moderately satisfied
54192,Extremely satisfied
54194,Moderately satisfied
54200,Moderately satisfied
54222,Slightly satisfied
54226,Moderately satisfied
54237,Moderately satisfied
54239,Slightly satisfied
54269,Neither satisfied nor dissatisfied
54271,Extremely satisfied
54287,Moderately satisfied
54328,Moderately satisfied
54335,Extremely satisfied
54347,Extremely satisfied
54356,Extremely satisfied
54365,Extremely satisfied
54366,Moderately dissatisfied
54367,Extremely satisfied
54389,Moderately satisfied
54404,Extremely satisfied
54407,Neither satisfied nor dissatisfied
54412,Slightly satisfied
54422,Moderately satisfied
54438,Slightly satisfied
54463,Neither satisfied nor dissatisfied
54480,Extremely satisfied
54481,Extremely satisfied
54487,Neither satisfied nor dissatisfied
54514,Moderately dissatisfied
54557,Slightly satisfied
54567,Moderately satisfied
54571,Moderately satisfied
54608,Moderately satisfied
54615,Neither satisfied nor dissatisfied
54629,Moderately satisfied
54641,Moderately satisfied
54645,Slightly satisfied
54656,Moderately satisfied
54705,Moderately satisfied
54710,Moderately satisfied
54711,Moderately satisfied
54723,Extremely satisfied
54734,Slightly dissatisfied
54823,Moderately satisfied
54828,Extremely satisfied
54829,Extremely satisfied
54839,Moderately dissatisfied
54858,Slightly dissatisfied
54872,Moderately satisfied
54883,Extremely satisfied
54892,Slightly dissatisfied
54893,Moderately satisfied
54902,Moderately satisfied
54907,Slightly dissatisfied
54931,Slightly satisfied
54932,Moderately satisfied
54962,Neither satisfied nor dissatisfied
54963,Moderately satisfied
54969,Moderately satisfied
54981,Extremely satisfied
54995,Moderately satisfied
54998,Slightly dissatisfied
55052,Extremely satisfied
55070,Extremely satisfied
55075,Moderately satisfied
55093,Moderately dissatisfied
55096,Moderately satisfied
55113,Moderately satisfied
55133,Extremely dissatisfied
55142,Extremely satisfied
55157,Neither satisfied nor dissatisfied
55163,Moderately satisfied
55164,Slightly satisfied
55188,Moderately satisfied
55189,Neither satisfied nor dissatisfied
55192,Moderately satisfied
55211,Slightly satisfied
55213,Extremely satisfied
55241,Moderately satisfied
55242,Neither satisfied nor dissatisfied
55250,Moderately satisfied
55252,Slightly satisfied
55255,Moderately satisfied
55258,Moderately satisfied
55266,Extremely satisfied
55279,Moderately satisfied
55290,Moderately satisfied
55298,Moderately satisfied
55340,Extremely satisfied
55347,Extremely satisfied
55354,Extremely satisfied
55356,Moderately satisfied
55358,Moderately satisfied
55370,Moderately satisfied
55381,Moderately satisfied
55387,Slightly dissatisfied
55409,Moderately satisfied
55412,Neither satisfied nor dissatisfied
55422,Neither satisfied nor dissatisfied
55432,Moderately satisfied
55437,Slightly satisfied
55438,Extremely dissatisfied
55456,Moderately satisfied
55462,Moderately satisfied
55471,Neither satisfied nor dissatisfied
55474,Moderately satisfied
55479,Neither satisfied nor dissatisfied
55481,Moderately satisfied
55494,Moderately satisfied
55499,Neither satisfied nor dissatisfied
55503,Moderately satisfied
55517,Moderately dissatisfied
55521,Moderately satisfied
55523,Extremely satisfied
55528,Neither satisfied nor dissatisfied
55531,Extremely satisfied
55538,Extremely satisfied
55546,Extremely satisfied
55550,Extremely satisfied
55559,Moderately satisfied
55569,Moderately satisfied
55573,Moderately satisfied
55583,Moderately satisfied
55604,Slightly satisfied
55610,Moderately satisfied
55635,Moderately satisfied
55638,Slightly satisfied
55643,Extremely satisfied
55666,Moderately dissatisfied
55682,Extremely satisfied
55703,Slightly dissatisfied
55707,Extremely satisfied
55746,Slightly satisfied
55763,Slightly dissatisfied
55775,Moderately satisfied
55776,Moderately satisfied
55781,Slightly dissatisfied
55782,Moderately satisfied
55793,Slightly satisfied
55813,Moderately satisfied
55816,Slightly dissatisfied
55820,Moderately satisfied
55831,Neither satisfied nor dissatisfied
55832,Slightly dissatisfied
55834,Extremely satisfied
55838,Moderately satisfied
55856,Extremely satisfied
55867,Slightly satisfied
55868,Moderately satisfied
55870,Neither satisfied nor dissatisfied
55876,Extremely satisfied
55877,Neither satisfied nor dissatisfied
55879,Extremely satisfied
55880,Slightly satisfied
55881,Slightly satisfied
55884,Extremely satisfied
55885,Slightly satisfied
55904,Moderately satisfied
55905,Moderately satisfied
55907,Slightly satisfied
55908,Extremely dissatisfied
55914,Slightly satisfied
55930,Moderately satisfied
55967,Slightly dissatisfied
55977,Extremely satisfied
55978,Moderately dissatisfied
55991,Slightly satisfied
56005,Moderately satisfied
56034,Extremely satisfied
56035,Moderately satisfied
56046,Slightly satisfied
56067,Extremely dissatisfied
56081,Moderately satisfied
56082,Slightly satisfied
56086,Extremely satisfied
56090,Neither satisfied nor dissatisfied
56092,Moderately satisfied
56096,Moderately satisfied
56112,Extremely satisfied
56117,Neither satisfied nor dissatisfied
56135,Extremely dissatisfied
56140,Moderately satisfied
56143,Neither satisfied nor dissatisfied
56149,Moderately satisfied
56151,Slightly dissatisfied
56153,Extremely satisfied
56156,Extremely satisfied
56159,Moderately dissatisfied
56161,Extremely satisfied
56165,Moderately satisfied
56178,Extremely satisfied
56190,Moderately satisfied
56211,Slightly dissatisfied
56216,Moderately satisfied
56221,Moderately satisfied
56230,Slightly dissatisfied
56232,Moderately satisfied
56242,Moderately satisfied
56295,Extremely satisfied
56310,Slightly dissatisfied
56335,Slightly dissatisfied
56337,Moderately satisfied
56340,Extremely satisfied
56359,Moderately satisfied
56364,Moderately satisfied
56371,Slightly dissatisfied
56376,Neither satisfied nor dissatisfied
56392,Slightly satisfied
56415,Moderately satisfied
56422,Slightly satisfied
56427,Slightly satisfied
56440,Slightly dissatisfied
56448,Extremely satisfied
56467,Moderately satisfied
56475,Moderately satisfied
56486,Neither satisfied nor dissatisfied
56493,Extremely satisfied
56512,Extremely dissatisfied
56520,Neither satisfied nor dissatisfied
56522,Neither satisfied nor dissatisfied
56530,Moderately satisfied
56545,Moderately satisfied
56554,Moderately satisfied
56562,Moderately satisfied
56577,Moderately satisfied
56607,Moderately satisfied
56621,Extremely satisfied
56623,Moderately satisfied
56624,Slightly satisfied
56632,Moderately satisfied
56650,Slightly satisfied
56664,Moderately satisfied
56669,Moderately satisfied
56671,Extremely satisfied
56679,Extremely satisfied
56680,Moderately satisfied
56686,Neither satisfied nor dissatisfied
56690,Slightly satisfied
56703,Moderately satisfied
56724,Moderately satisfied
56727,Neither satisfied nor dissatisfied
56742,Extremely satisfied
56747,Moderately satisfied
56751,Slightly satisfied
56765,Moderately satisfied
56766,Extremely satisfied
56774,Slightly satisfied
56784,Slightly satisfied
56786,Moderately satisfied
56795,Moderately satisfied
56801,Moderately satisfied
56823,Neither satisfied nor dissatisfied
56827,Slightly satisfied
56836,Moderately satisfied
56841,Moderately satisfied
56862,Slightly satisfied
56870,Slightly satisfied
56903,Neither satisfied nor dissatisfied
56923,Moderately dissatisfied
56940,Moderately satisfied
56953,Extremely satisfied
56975,Extremely satisfied
56980,Extremely satisfied
56988,Extremely satisfied
56992,Moderately satisfied
56997,Extremely satisfied
57005,Slightly satisfied
57030,Moderately satisfied
57035,Moderately satisfied
57044,Slightly dissatisfied
57049,Moderately satisfied
57060,Moderately satisfied
57106,Moderately satisfied
57109,Extremely satisfied
57111,Neither satisfied nor dissatisfied
57125,Moderately satisfied
57133,Moderately satisfied
57166,Extremely satisfied
57167,Moderately satisfied
57169,Moderately satisfied
57170,Slightly satisfied
57171,Moderately satisfied
57191,Extremely satisfied
57196,Slightly dissatisfied
57207,Moderately satisfied
57228,Neither satisfied nor dissatisfied
57251,Extremely satisfied
57254,Moderately satisfied
57278,Slightly satisfied
57288,Extremely satisfied
57304,Moderately satisfied
57309,Slightly dissatisfied
57316,Extremely satisfied
57323,Slightly satisfied
57353,Slightly satisfied
57361,Slightly satisfied
57363,Slightly satisfied
57385,Moderately satisfied
57387,Moderately satisfied
57407,Extremely satisfied
57433,Moderately satisfied
57436,Moderately satisfied
57441,Extremely satisfied
57456,Slightly dissatisfied
57458,Moderately satisfied
57470,Neither satisfied nor dissatisfied
57477,Slightly satisfied
57499,Moderately dissatisfied
57503,Slightly satisfied
57505,Slightly satisfied
57516,Extremely dissatisfied
57536,Extremely satisfied
57567,Slightly satisfied
57571,Slightly satisfied
57604,Extremely dissatisfied
57611,Slightly dissatisfied
57626,Slightly satisfied
57671,Extremely satisfied
57681,Slightly satisfied
57698,Moderately satisfied
57717,Moderately satisfied
57721,Slightly dissatisfied
57728,Moderately satisfied
57743,Neither satisfied nor dissatisfied
57766,Moderately satisfied
57790,Moderately satisfied
57800,Moderately satisfied
57809,Neither satisfied nor dissatisfied
57816,Moderately satisfied
57840,Slightly dissatisfied
57841,Neither satisfied nor dissatisfied
57848,Extremely satisfied
57851,Moderately dissatisfied
57858,Moderately dissatisfied
57860,Moderately satisfied
57862,Extremely satisfied
57878,Slightly satisfied
57910,Neither satisfied nor dissatisfied
57911,Extremely satisfied
57914,Moderately satisfied
57919,Moderately satisfied
57931,Moderately satisfied
57940,Moderately satisfied
57945,Slightly satisfied
57952,Neither satisfied nor dissatisfied
57976,Extremely satisfied
57980,Extremely satisfied
57998,Moderately dissatisfied
58000,Slightly satisfied
58023,Extremely satisfied
58035,Moderately satisfied
58066,Extremely satisfied
58068,Slightly dissatisfied
58069,Moderately satisfied
58087,Slightly satisfied
58100,Moderately dissatisfied
58108,Slightly dissatisfied
58118,Extremely satisfied
58126,Slightly satisfied
58137,Extremely satisfied
58141,Extremely satisfied
58143,Moderately satisfied
58145,Neither satisfied nor dissatisfied
58166,Neither satisfied nor dissatisfied
58168,Extremely satisfied
58201,Moderately satisfied
58205,Moderately satisfied
58209,Neither satisfied nor dissatisfied
58223,Moderately dissatisfied
58232,Moderately satisfied
58241,Slightly dissatisfied
58253,Slightly dissatisfied
58271,Extremely satisfied
58273,Neither satisfied nor dissatisfied
58286,Moderately satisfied
58308,Extremely satisfied
58316,Moderately satisfied
58346,Extremely dissatisfied
58358,Moderately dissatisfied
58379,Extremely satisfied
58395,Neither satisfied nor dissatisfied
58400,Extremely satisfied
58404,Slightly satisfied
58406,Slightly satisfied
58412,Slightly dissatisfied
58413,Moderately satisfied
58414,Moderately dissatisfied
58433,Slightly satisfied
58450,Moderately satisfied
58473,Extremely dissatisfied
58479,Moderately satisfied
58509,Extremely dissatisfied
58527,Neither satisfied nor dissatisfied
58535,Moderately satisfied
58541,Extremely dissatisfied
58546,Moderately dissatisfied
58556,Neither satisfied nor dissatisfied
58562,Slightly dissatisfied
58590,Moderately satisfied
58593,Slightly satisfied
58603,Extremely satisfied
58604,Moderately satisfied
58624,Slightly satisfied
58636,Moderately satisfied
58647,Extremely satisfied
58686,Neither satisfied nor dissatisfied
58694,Extremely satisfied
58705,Moderately satisfied
58752,Extremely satisfied
58757,Moderately satisfied
58758,Neither satisfied nor dissatisfied
58761,Slightly satisfied
58762,Moderately satisfied
58764,Moderately satisfied
58767,Neither satisfied nor dissatisfied
58777,Extremely satisfied
58787,Slightly satisfied
58791,Moderately satisfied
58797,Extremely satisfied
58812,Slightly dissatisfied
58849,Extremely satisfied
58850,Moderately satisfied
58857,Moderately satisfied
58868,Slightly dissatisfied
58874,Extremely satisfied
58895,Moderately satisfied
58898,Moderately satisfied
58899,Neither satisfied nor dissatisfied
58902,Moderately satisfied
58937,Slightly satisfied
58944,Slightly satisfied
58948,Extremely satisfied
58955,Slightly dissatisfied
58966,Slightly dissatisfied
58967,Extremely satisfied
58991,Moderately dissatisfied
59007,Moderately satisfied
59023,Moderately satisfied
59037,Moderately satisfied
59047,Moderately satisfied
59052,Moderately satisfied
59054,Moderately dissatisfied
59068,Extremely dissatisfied
59081,Extremely satisfied
59098,Slightly satisfied
59107,Neither satisfied nor dissatisfied
59111,Moderately satisfied
59136,Extremely satisfied
59144,Moderately satisfied
59151,Slightly dissatisfied
59157,Moderately satisfied
59160,Slightly satisfied
59164,Slightly satisfied
59167,Slightly satisfied
59172,Moderately dissatisfied
59181,Slightly satisfied
59198,Extremely satisfied
59206,Extremely satisfied
59210,Moderately satisfied
59211,Slightly satisfied
59216,Extremely satisfied
59221,Extremely dissatisfied
59233,Moderately satisfied
59250,Moderately satisfied
59267,Moderately satisfied
59271,Moderately satisfied
59287,Moderately satisfied
59288,Extremely satisfied
59303,Moderately satisfied
59324,Moderately satisfied
59336,Neither satisfied nor dissatisfied
59355,Slightly dissatisfied
59370,Neither satisfied nor dissatisfied
59379,Moderately satisfied
59392,Slightly dissatisfied
59399,Slightly satisfied
59409,Extremely dissatisfied
59421,Extremely dissatisfied
59467,Moderately satisfied
59476,Moderately satisfied
59479,Moderately satisfied
59485,Extremely satisfied
59492,Extremely dissatisfied
59525,Moderately satisfied
59534,Extremely satisfied
59549,Moderately satisfied
59553,Neither satisfied nor dissatisfied
59554,Slightly satisfied
59556,Extremely satisfied
59631,Slightly satisfied
59648,Extremely satisfied
59670,Slightly satisfied
59677,Slightly satisfied
59685,Extremely satisfied
59702,Slightly satisfied
59712,Slightly satisfied
59722,Extremely satisfied
59748,Slightly satisfied
59752,Slightly satisfied
59754,Extremely dissatisfied
59776,Moderately satisfied
59782,Slightly dissatisfied
59784,Moderately satisfied
59790,Extremely satisfied
59800,Extremely dissatisfied
59802,Moderately satisfied
59816,Extremely satisfied
59820,Moderately satisfied
59831,Moderately dissatisfied
59836,Neither satisfied nor dissatisfied
59855,Moderately satisfied
59864,Moderately dissatisfied
59875,Slightly satisfied
59880,Neither satisfied nor dissatisfied
59882,Slightly satisfied
59897,Extremely satisfied
59914,Extremely satisfied
59955,Moderately satisfied
59958,Extremely satisfied
59966,Moderately satisfied
59984,Extremely satisfied
59998,Moderately satisfied
60001,Slightly satisfied
60002,Slightly dissatisfied
60038,Moderately satisfied
60048,Moderately satisfied
60063,Moderately dissatisfied
60065,Slightly dissatisfied
60084,Slightly satisfied
60098,Moderately satisfied
60100,Slightly dissatisfied
60104,Moderately dissatisfied
60107,Extremely satisfied
60123,Slightly satisfied
60148,Extremely satisfied
60150,Moderately satisfied
60153,Moderately satisfied
60161,Neither satisfied nor dissatisfied
60172,Neither satisfied nor dissatisfied
60190,Neither satisfied nor dissatisfied
60201,Slightly satisfied
60218,Moderately satisfied
60237,Extremely dissatisfied
60243,Moderately satisfied
60274,Extremely satisfied
60311,Extremely satisfied
60323,Slightly satisfied
60328,Slightly dissatisfied
60352,Moderately satisfied
60360,Extremely satisfied
60371,Slightly satisfied
60380,Slightly satisfied
60387,Extremely satisfied
60390,Moderately dissatisfied
60391,Moderately satisfied
60398,Moderately dissatisfied
60400,Slightly satisfied
60404,Moderately satisfied
60410,Extremely satisfied
60424,Extremely satisfied
60430,Neither satisfied nor dissatisfied
60457,Extremely satisfied
60479,Moderately satisfied
60501,Moderately satisfied
60509,Moderately satisfied
60518,Extremely dissatisfied
60537,Extremely dissatisfied
60548,Neither satisfied nor dissatisfied
60553,Extremely satisfied
60556,Extremely satisfied
60563,Extremely satisfied
60566,Slightly satisfied
60581,Moderately dissatisfied
60589,Extremely satisfied
60593,Neither satisfied nor dissatisfied
60598,Moderately satisfied
60603,Extremely satisfied
60624,Moderately satisfied
60638,Extremely satisfied
60647,Neither satisfied nor dissatisfied
60653,Moderately dissatisfied
60655,Slightly dissatisfied
60670,Neither satisfied nor dissatisfied
60676,Extremely dissatisfied
60700,Extremely satisfied
60716,Slightly dissatisfied
60718,Moderately satisfied
60726,Slightly satisfied
60729,Extremely satisfied
60743,Extremely satisfied
60762,Moderately satisfied
60765,Neither satisfied nor dissatisfied
60770,Moderately satisfied
60795,Moderately satisfied
60818,Slightly satisfied
60839,Extremely satisfied
60840,Slightly satisfied
60846,Moderately satisfied
60847,Slightly satisfied
60857,Moderately satisfied
60874,Moderately satisfied
60897,Moderately dissatisfied
60919,Slightly dissatisfied
60926,Slightly satisfied
60927,Moderately satisfied
60929,Slightly dissatisfied
60936,Extremely dissatisfied
60977,Extremely satisfied
60981,Moderately satisfied
61009,Extremely satisfied
61010,Extremely satisfied
61027,Moderately satisfied
61069,Moderately satisfied
61092,Moderately satisfied
61108,Moderately dissatisfied
61115,Moderately satisfied
61140,Slightly satisfied
61143,Moderately satisfied
61152,Extremely dissatisfied
61156,Slightly satisfied
61174,Extremely satisfied
61199,Moderately satisfied
61210,Slightly satisfied
61220,Moderately satisfied
61222,Slightly dissatisfied
61249,Moderately satisfied
61254,Neither satisfied nor dissatisfied
61255,Extremely satisfied
61263,Moderately dissatisfied
61293,Extremely satisfied
61302,Moderately satisfied
61309,Moderately satisfied
61345,Moderately satisfied
61355,Slightly satisfied
61360,Extremely satisfied
61373,Moderately satisfied
61392,Slightly dissatisfied
61400,Moderately satisfied
61407,Slightly dissatisfied
61424,Extremely satisfied
61432,Moderately satisfied
61438,Moderately satisfied
61452,Moderately dissatisfied
61457,Moderately satisfied
61463,Moderately satisfied
61473,Moderately satisfied
61482,Extremely satisfied
61484,Moderately satisfied
61485,Slightly dissatisfied
61488,Neither satisfied nor dissatisfied
61489,Moderately satisfied
61493,Moderately satisfied
61498,Moderately satisfied
61499,Neither satisfied nor dissatisfied
61502,Slightly satisfied
61517,Neither satisfied nor dissatisfied
61523,Moderately satisfied
61539,Slightly satisfied
61575,Slightly satisfied
61588,Extremely dissatisfied
61598,Moderately satisfied
61606,Extremely satisfied
61610,Neither satisfied nor dissatisfied
61623,Moderately satisfied
61624,Neither satisfied nor dissatisfied
61626,Extremely dissatisfied
61656,Slightly dissatisfied
61664,Moderately satisfied
61696,Extremely satisfied
61715,Slightly dissatisfied
61716,Neither satisfied nor dissatisfied
61724,Extremely satisfied
61730,Moderately dissatisfied
61741,Moderately satisfied
61754,Extremely satisfied
61759,Extremely dissatisfied
61777,Neither satisfied nor dissatisfied
61780,Moderately satisfied
61783,Moderately satisfied
61789,Moderately satisfied
61794,Slightly dissatisfied
61885,Slightly satisfied
61895,Slightly satisfied
61900,Extremely satisfied
61905,Extremely satisfied
61916,Moderately satisfied
61935,Neither satisfied nor dissatisfied
61973,Moderately satisfied
61999,Extremely satisfied
62001,Extremely satisfied
62015,Moderately satisfied
62017,Moderately satisfied
62020,Extremely satisfied
62026,Extremely satisfied
62030,Moderately satisfied
62037,Slightly dissatisfied
62040,Extremely dissatisfied
62041,Neither satisfied nor dissatisfied
62046,Slightly dissatisfied
62061,Moderately satisfied
62064,Moderately satisfied
62076,Slightly dissatisfied
62078,Extremely satisfied
62113,Moderately dissatisfied
62126,Slightly satisfied
62128,Extremely satisfied
62130,Extremely satisfied
62143,Extremely satisfied
62153,Moderately satisfied
62176,Slightly satisfied
62220,Moderately satisfied
62290,Moderately satisfied
62309,Slightly satisfied
62317,Slightly dissatisfied
62319,Moderately satisfied
62335,Slightly satisfied
62339,Extremely satisfied
62349,Extremely satisfied
62351,Moderately satisfied
62358,Extremely satisfied
62369,Extremely dissatisfied
62379,Slightly satisfied
62381,Moderately dissatisfied
62385,Extremely satisfied
62394,Moderately satisfied
62403,Extremely satisfied
62406,Extremely satisfied
62408,Neither satisfied nor dissatisfied
62411,Extremely satisfied
62444,Slightly dissatisfied
62451,Moderately satisfied
62466,Moderately satisfied
62524,Moderately satisfied
62531,Neither satisfied nor dissatisfied
62565,Moderately satisfied
62567,Extremely satisfied
62576,Extremely satisfied
62588,Extremely satisfied
62589,Extremely satisfied
62593,Extremely satisfied
62595,Slightly satisfied
62607,Neither satisfied nor dissatisfied
62611,Moderately satisfied
62648,Moderately satisfied
62658,Moderately satisfied
62659,Moderately satisfied
62674,Moderately dissatisfied
62691,Slightly satisfied
62703,Extremely satisfied
62739,Extremely satisfied
62749,Neither satisfied nor dissatisfied
62758,Moderately satisfied
62764,Moderately dissatisfied
62779,Moderately satisfied
62808,Slightly satisfied
62819,Extremely satisfied
62856,Moderately satisfied
62880,Slightly dissatisfied
62883,Slightly satisfied
62886,Extremely satisfied
62895,Moderately satisfied
62899,Moderately satisfied
62908,Moderately satisfied
62912,Moderately dissatisfied
62915,Moderately dissatisfied
62921,Extremely satisfied
62934,Slightly satisfied
62942,Moderately satisfied
62946,Moderately satisfied
62967,Extremely satisfied
62977,Moderately satisfied
62982,Slightly dissatisfied
62984,Slightly satisfied
62994,Slightly satisfied
63000,Neither satisfied nor dissatisfied
63001,Slightly satisfied
63009,Extremely satisfied
63034,Slightly dissatisfied
63038,Moderately satisfied
63056,Slightly satisfied
63059,Extremely satisfied
63063,Extremely satisfied
